trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-207.54188143784955,"{0: 9, 1: 3, 2: 2, 3: 3, 4: 3}",0
2,False,"{'a': 0.5, 'e': 1.0}",20,0,-107.61362936387424,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
